Type;ID;X;Y;Z
1;1;83.4037;0;0
1;1;23.6585;0;-79.9779
1;1;-69.9817;0;-45.3734
1;1;-63.3608;0;54.2364
1;1;34.0356;0;76.143
1;1;82.67;0;-11.0386
1;1;12.8651;0;-82.4055
1;1;-75.3713;0;-35.712
1;1;-55.6251;0;62.1452
1;1;43.8138;0;70.9685
1;1;80.4818;0;-21.883
1;1;1.84545;0;-83.3833
1;1;-79.4348;0;-25.4223
1;1;-46.9107;0;68.9606
1;1;52.8212;0;64.5454
1;1;76.8775;0;-32.3424
1;1;-9.20671;0;-82.894
1;1;-82.1007;0;-14.6854
1;1;-37.371;0;74.5627
1;1;60.8992;0;56.9866
1;1;71.9206;0;-42.2328
1;1;-20.0969;0;-80.9463
1;1;-83.3221;0;-3.69
1;1;-27.1738;0;78.8528
1;1;67.9057;0;48.4251
1;1;65.6983;0;-51.3801
1;1;-30.6335;0;-77.5743
1;1;-83.0774;0;7.37028
1;1;-16.4984;0;81.7556
1;1;73.7175;0;39.0117
1;1;58.3201;0;-59.6234
1;1;-40.6311;0;-72.8375
1;1;-81.3711;0;18.3009
1;1;-5.53275;0;83.22
1;1;78.2323;0;28.9119
1;1;49.9158;0;-66.8176
1;1;-49.9138;0;-66.8191
1;1;-78.2331;0;28.9095
1;1;5.53024;0;83.2202
1;1;81.3706;0;18.3033
1;1;40.6333;0;-72.8362
1;1;-58.3183;0;-59.6251
1;1;-73.7187;0;39.0095
1;1;16.4959;0;81.7561
1;1;83.0772;0;7.37278
1;1;30.6358;0;-77.5734
1;1;-65.6968;0;-51.382
1;1;-67.9072;0;48.4231
1;1;27.1714;0;78.8536
1;1;83.3222;0;-3.68749
1;1;20.0993;0;-80.9457
1;1;-71.9193;0;-42.2349
1;1;-60.9009;0;56.9847
1;1;37.3688;0;74.5638
1;1;82.1011;0;-14.6829
1;1;9.20921;0;-82.8937
1;1;-76.8765;0;-32.3447
1;1;-52.8231;0;64.5438
1;1;46.9087;0;68.962
1;1;79.4356;0;-25.4199
1;1;-1.84294;0;-83.3834
1;1;-80.4811;0;-21.8855
1;1;-43.8159;0;70.9672
1;1;55.6232;0;62.1469
1;1;75.3724;0;-35.7098
1;1;-12.8627;0;-82.4059
1;1;-82.6697;0;-11.0411
1;1;-34.0379;0;76.142
1;1;63.3592;0;54.2383
1;1;69.9831;0;-45.3713
1;1;-23.6561;0;-79.9786
1;1;-83.4037;0;-0.00251415
1;1;-23.6609;0;79.9771
1;1;81.4037;0;0
1;1;23.0912;0;-78.06
1;1;-68.3035;0;-44.2853
1;1;-61.8414;0;52.9359
1;1;33.2194;0;74.3171
