Number;Type;X;Y;Z
1;2;-28.437530;-1.133418;17.798104
1;2;-63.841201;-1.133418;40.530540
1;2;-69.778620;-1.133418;-1.121958
1;2;-29.433273;-1.133418;10.812717
1;2;-57.075031;-1.133418;42.532060
1;2;-74.414318;-1.133418;4.197576
1;2;-32.341181;-1.133418;4.383781
1;2;-50.019099;-1.133418;42.563288
1;2;-77.379017;-1.133418;10.600521
1;2;-36.929612;-1.133418;-0.976577
1;2;-43.235478;-1.133418;40.621735
1;2;-78.436550;-1.133418;17.576821
1;2;-42.833055;-1.133418;-4.841355
1;2;-37.264547;-1.133418;36.862065
1;2;-77.502676;-1.133418;24.570749
1;2;-49.581244;-1.133418;-6.902687
1;2;-32.581946;-1.133418;31.583771
1;2;-74.651787;-1.133418;31.025171
1;2;-56.636622;-1.133418;-6.996367
1;2;-29.560689;-1.133418;25.207319
1;2;-70.110981;-1.133418;36.425933
1;2;-63.437163;-1.133418;-5.114935
1;2;-28.441447;-1.133418;18.240652
1;2;-64.241978;-1.133418;40.342813
1;2;-69.441138;-1.133418;-1.408262
1;2;-29.313379;-1.133418;11.238733
1;2;-57.512299;-1.133418;42.463794
1;2;-74.170276;-1.133418;3.828378
1;2;-32.107027;-1.133418;4.759329
1;2;-50.458026;-1.133418;42.619920
1;2;-77.247854;-1.133418;10.177839
1;2;-36.599851;-1.133418;-0.681413
1;2;-43.641099;-1.133418;40.798755
1;2;-78.428716;-1.133418;17.134325
1;2;-42.433954;-1.133418;-4.650088
1;2;-37.604550;-1.133418;37.145371
1;2;-77.618795;-1.133418;24.143688
1;2;-49.144596;-1.133418;-6.830552
1;2;-32.829247;-1.133418;31.950795
1;2;-74.882607;-1.133418;30.647565
1;2;-56.197211;-1.133418;-7.049112
1;2;-29.695587;-1.133418;25.628824
1;2;-70.438117;-1.133418;36.127862
1;2;-63.029991;-1.133418;-5.288357
1;2;-28.453198;-1.133418;18.683062
1;2;-64.639370;-1.133418;40.148021
1;2;-69.098641;-1.133418;-1.688548
1;2;-29.201046;-1.133418;11.666804
1;2;-57.948291;-1.133418;42.387798
1;2;-73.919736;-1.133418;3.463557
1;2;-31.879558;-1.133418;5.138963
1;2;-50.897887;-1.133418;42.668774
1;2;-77.109230;-1.133418;9.757544
1;2;-36.275366;-1.133418;-0.380458
1;2;-44.049790;-1.133418;40.968567
1;2;-78.413050;-1.133418;16.692037
1;2;-42.038302;-1.133418;-4.451786
1;2;-37.949515;-1.133418;37.422614
1;2;-77.727335;-1.133418;23.714639
1;2;-48.709294;-1.133418;-6.750700
1;2;-33.083006;-1.133418;32.313384
1;2;-75.106707;-1.133418;30.265933
1;2;-55.756935;-1.133418;-7.094071
1;2;-29.837926;-1.133418;26.047875
1;2;-70.759925;-1.133418;35.824047
1;2;-62.619813;-1.133418;-5.454545
1;2;-28.472778;-1.133418;19.125194
1;2;-65.033252;-1.133418;39.946224
1;2;-68.751236;-1.133418;-1.962726
1;2;-29.096307;-1.133418;12.096798
1;2;-58.382869;-1.133418;42.304096
1;2;-73.662777;-1.133418;3.103229
