Type;ID;X;Y;Z
1;1;85.0504;0;0
1;1;24.1256;0;-81.5569
1;1;-71.3633;0;-46.2692
1;1;-64.6117;0;55.3072
1;1;34.7075;0;77.6463
1;1;84.3022;0;-11.2566
1;1;13.1191;0;-84.0325
1;1;-76.8594;0;-36.4171
1;1;-56.7233;0;63.3721
1;1;44.6788;0;72.3697
1;1;82.0707;0;-22.3151
1;1;1.88189;0;-85.0295
1;1;-81.0031;0;-25.9243
1;1;-47.8369;0;70.3221
1;1;53.864;0;65.8197
1;1;78.3953;0;-32.981
1;1;-9.38848;0;-84.5306
1;1;-83.7216;0;-14.9753
1;1;-38.1088;0;76.0347
1;1;62.1015;0;58.1117
1;1;73.3405;0;-43.0666
1;1;-20.4937;0;-82.5444
1;1;-84.9671;0;-3.76286
1;1;-27.7102;0;80.4096
1;1;69.2464;0;49.3812
1;1;66.9954;0;-52.3945
1;1;-31.2383;0;-79.1059
1;1;-84.7176;0;7.51579
1;1;-16.8241;0;83.3697
1;1;75.1729;0;39.7819
1;1;59.4715;0;-60.8005
1;1;-41.4333;0;-74.2755
1;1;-82.9776;0;18.6622
1;1;-5.64198;0;84.863
1;1;79.7768;0;29.4827
1;1;50.9013;0;-68.1368
1;1;-50.8992;0;-68.1383
1;1;-79.7777;0;29.4803
1;1;5.63942;0;84.8632
1;1;82.9771;0;18.6647
1;1;41.4355;0;-74.2743
1;1;-59.4697;0;-60.8023
1;1;-75.1741;0;39.7796
1;1;16.8216;0;83.3703
1;1;84.7174;0;7.51834
1;1;31.2406;0;-79.1049
1;1;-66.9938;0;-52.3965
1;1;-69.2479;0;49.3791
1;1;27.7078;0;80.4105
1;1;84.9672;0;-3.76029
1;1;20.4961;0;-82.5438
1;1;-73.3392;0;-43.0688
1;1;-62.1033;0;58.1098
1;1;38.1065;0;76.0359
1;1;83.722;0;-14.9728
1;1;9.39102;0;-84.5303
1;1;-78.3943;0;-32.9833
1;1;-53.866;0;65.8181
1;1;47.8348;0;70.3235
1;1;81.0039;0;-25.9218
1;1;-1.87933;0;-85.0296
1;1;-82.07;0;-22.3176
1;1;-44.681;0;72.3683
1;1;56.7214;0;63.3739
1;1;76.8605;0;-36.4148
1;1;-13.1166;0;-84.0328
1;1;-84.3018;0;-11.2591
1;1;-34.7099;0;77.6453
1;1;64.6101;0;55.3092
1;1;71.3647;0;-46.267
1;1;-24.1231;0;-81.5576
1;1;-85.0504;0;-0.00256379
1;1;-24.128;0;81.5561
1;1;83.0504;0;0
1;1;23.5582;0;-79.639
1;1;-69.6852;0;-45.1812
1;1;-63.0924;0;54.0066
1;1;33.8914;0;75.8204
1;1;82.3198;0;-10.9919
1;1;12.8106;0;-82.0564
1;1;-75.052;0;-35.5607
1;1;-55.3895;0;61.8819
1;1;43.6282;0;70.6679
1;1;80.1408;0;-21.7903
1;1;1.83764;0;-83.03
1;1;-79.0982;0;-25.3146
1;1;-46.712;0;68.6684
1;1;52.5974;0;64.2719
1;1;76.5518;0;-32.2054
1;1;-9.1677;0;-82.5428
1;1;-81.7528;0;-14.6231
1;1;-37.2127;0;74.2468
1;1;60.6412;0;56.7451
1;1;71.6159;0;-42.0539
1;1;-20.0117;0;-80.6033
1;1;-82.969;0;-3.67437
1;1;-27.0586;0;78.5188
1;1;67.618;0;48.22
1;1;65.42;0;-51.1624
1;1;-30.5037;0;-77.2456
1;1;-82.7255;0;7.33905
1;1;-16.4285;0;81.4093
1;1;73.4052;0;38.8464
1;1;58.073;0;-59.3708
1;1;-40.4589;0;-72.5289
1;1;-81.0264;0;18.2233
1;1;-5.50931;0;82.8674
1;1;77.9008;0;28.7894
1;1;49.7043;0;-66.5345
1;1;-49.7023;0;-66.536
1;1;-77.9017;0;28.787
1;1;5.50681;0;82.8676
1;1;81.0258;0;18.2258
1;1;40.4611;0;-72.5277
1;1;-58.0712;0;-59.3725
1;1;-73.4063;0;38.8442
1;1;16.426;0;81.4098
1;1;82.7252;0;7.34155
1;1;30.506;0;-77.2447
1;1;-65.4184;0;-51.1644
1;1;-67.6195;0;48.2179
1;1;27.0563;0;78.5196
1;1;82.9692;0;-3.67187
1;1;20.0142;0;-80.6027
1;1;-71.6146;0;-42.056
1;1;-60.6429;0;56.7433
1;1;37.2104;0;74.2479
1;1;81.7533;0;-14.6207
1;1;9.17019;0;-82.5425
1;1;-76.5508;0;-32.2077
1;1;-52.5993;0;64.2703
1;1;46.7099;0;68.6698
1;1;79.099;0;-25.3122
1;1;-1.83513;0;-83.0301
1;1;-80.1401;0;-21.7927
1;1;-43.6303;0;70.6665
1;1;55.3876;0;61.8836
1;1;75.053;0;-35.5585
1;1;-12.8082;0;-82.0568
1;1;-82.3194;0;-10.9943
1;1;-33.8937;0;75.8194
1;1;63.0907;0;54.0085
1;1;69.6866;0;-45.1791
1;1;-23.5558;0;-79.6397
1;1;-83.0504;0;-0.0025035
1;1;-23.5606;0;79.6383
1;1;81.0504;0;0
1;1;22.9909;0;-77.7212
1;1;-68.0071;0;-44.0931
1;1;-61.573;0;52.7061
