Type;ID;X;Y;Z
2;1;65.6542;0;0
2;1;-27.3218;0;59.6992
2;1;-42.9145;0;-49.6873
2;1;63.0392;0;-18.3448
2;1;-9.55269;0;64.9556
2;1;-55.0886;0;-35.7173
2;1;55.4026;0;-35.2283
2;1;8.97738;0;65.0376
2;1;-62.8744;0;-18.9021
2;1;43.3526;0;-49.3055
2;1;26.7923;0;59.9387
2;1;-65.6517;0;-0.581126
2;1;27.8491;0;-59.4551
2;1;42.473;0;50.0652
2;1;-63.1991;0;17.7861
2;1;10.1273;0;-64.8685
2;1;54.7703;0;36.2035
2;1;-55.7122;0;34.7365
2;1;-8.40136;0;-65.1145
2;1;62.7046;0;19.4579
2;1;-43.7873;0;48.9198
2;1;-26.2607;0;-60.1735
2;1;65.6439;0;1.16221
2;1;-28.3743;0;59.2062
2;1;-42.0282;0;-50.4392
2;1;63.3541;0;-17.226
2;1;-10.701;0;64.7763
2;1;-54.4477;0;-36.6869
2;1;56.0175;0;-34.242
2;1;7.82468;0;65.1863
2;1;-62.5299;0;-20.0121
2;1;44.2186;0;-48.5303
2;1;25.7271;0;60.4036
2;1;-65.6311;0;-1.7432
2;1;28.8973;0;-58.9528
2;1;41.5801;0;50.8092
2;1;-63.5041;0;16.6646
2;1;11.274;0;-64.679
2;1;54.1208;0;37.1674
2;1;-56.3184;0;33.7449
2;1;-7.24739;0;-65.253
2;1;62.3504;0;20.5648
2;1;-44.6464;0;48.137
2;1;-25.1914;0;-60.629
2;1;65.6131;0;2.32405
2;1;-29.4179;0;58.6947
2;1;-41.1287;0;-51.1752
2;1;63.6491;0;-16.1018
2;1;-11.846;0;64.5767
2;1;-53.7897;0;-37.6449
2;1;56.6149;0;-33.245
2;1;6.66953;0;65.3146
2;1;-62.1659;0;-21.1159
2;1;45.0707;0;-47.74
2;1;24.6538;0;60.8496
2;1;-65.5899;0;-2.90472
2;1;29.9363;0;-58.432
2;1;40.6741;0;51.5373
2;1;-63.7891;0;15.5378
2;1;12.4171;0;-64.4693
2;1;53.4544;0;38.1196
2;1;-56.9069;0;32.7426
2;1;-6.09115;0;-65.3711
2;1;61.9766;0;21.6653
2;1;-45.4915;0;47.3392
2;1;-24.1142;0;-61.0654
2;1;65.5617;0;3.48516
2;1;-30.4523;0;58.1647
2;1;-40.2164;0;-51.8953
2;1;63.9242;0;-14.9726
2;1;-12.9873;0;64.3569
2;1;-53.1149;0;-38.5912
2;1;57.1945;0;-32.2376
2;1;5.51229;0;65.4224
2;1;-61.7824;0;-22.213
2;1;45.9088;0;-46.9347
2;1;23.5728;0;61.2764
2;1;-65.5282;0;-4.06533
2;1;30.966;0;-57.8929
2;1;39.7555;0;52.2492
2;1;-64.0542;0;14.4062
2;1;13.5564;0;-64.2394
2;1;52.7713;0;39.0599
2;1;-57.4776;0;31.7301
2;1;-4.933;0;-65.4686
2;1;61.5833;0;22.759
2;1;-46.3224;0;46.5265
2;1;-23.0295;0;-61.4827
2;1;65.4897;0;4.64518
2;1;-31.4772;0;57.6165
2;1;-39.2914;0;-52.5991
2;1;64.1792;0;-13.8387
2;1;-14.1245;0;64.1169
2;1;-52.4235;0;-39.5254
2;1;57.7562;0;-31.2201
2;1;4.35333;0;65.5097
2;1;-61.3795;0;-23.3032
2;1;46.7324;0;-46.1146
2;1;22.4844;0;61.6841
2;1;-65.446;0;-5.22467
2;1;31.9859;0;-57.3357
2;1;38.8243;0;52.9448
2;1;-64.2992;0;13.2701
2;1;14.6915;0;-63.9894
2;1;52.0716;0;39.9879
2;1;-58.0303;0;30.7077
2;1;-3.77331;0;-65.5457
2;1;61.1708;0;23.8456
2;1;-47.1388;0;45.6992
2;1;-21.9375;0;-61.8807
2;1;65.3972;0;5.80375
2;1;-32.4922;0;57.0503
2;1;-38.3542;0;-53.2864
2;1;64.4141;0;-12.7004
2;1;-15.2573;0;63.8568
2;1;-51.7156;0;-40.4472
2;1;58.2998;0;-30.1929
2;1;3.193;0;65.5765
2;1;-60.9573;0;-24.3861
2;1;47.5414;0;-45.2802
2;1;21.3889;0;62.0725
2;1;-65.3433;0;-6.38237
2;1;32.9959;0;-56.7605
2;1;37.881;0;53.6237
2;1;-64.524;0;12.1298
2;1;15.8219;0;-63.7193
2;1;51.3555;0;40.9034
2;1;-58.5648;0;29.6756
2;1;-2.61243;0;-65.6022
2;1;60.7391;0;24.9247
2;1;-47.9403;0;44.8576
2;1;-20.8387;0;-62.2594
2;1;65.2842;0;6.9605
2;1;-33.497;0;56.4662
2;1;-37.4049;0;-53.9569
2;1;64.6288;0;-11.5582
2;1;-16.3853;0;63.5767
2;1;-50.9915;0;-41.3563
2;1;58.8252;0;-29.1561
2;1;2.03166;0;65.6228
2;1;-60.5161;0;-25.4613
2;1;48.3355;0;-44.4315
2;1;20.2868;0;62.4414
2;1;-65.2201;0;-7.53807
2;1;33.9955;0;-56.1675
2;1;36.9258;0;54.2859
2;1;-64.7286;0;10.9857
2;1;16.9474;0;-63.4292
2;1;50.6234;0;41.8061
2;1;-59.0809;0;28.6343
2;1;-1.45074;0;-65.6382
2;1;60.2884;0;25.996
2;1;-48.7269;0;44.0019
2;1;-19.7333;0;-62.6185
2;1;65.1508;0;8.11506
2;1;-34.4913;0;55.8644
2;1;-36.4439;0;-54.6106
2;1;64.8233;0;-10.4123
2;1;-17.5081;0;63.2767
2;1;-50.2514;0;-42.2525
2;1;59.3321;0;-28.1102
2;1;0.869696;0;65.6485
2;1;-60.0559;0;-26.5286
2;1;49.1145;0;-43.5689
2;1;19.1783;0;62.7907
2;1;-65.0764;0;-8.69141
2;1;34.9844;0;-55.5569
2;1;35.9591;0;54.9311
2;1;-64.9129;0;9.83812
2;1;18.0675;0;-63.1193
2;1;49.8754;0;42.6957
2;1;-59.5786;0;27.5839
2;1;-0.288587;0;-65.6536
2;1;59.8187;0;27.0591
2;1;-49.4982;0;43.1325
2;1;-18.6217;0;-62.958
2;1;64.9969;0;9.26708
2;1;-35.4748;0;55.2451
2;1;-35.4715;0;-55.2472
2;1;64.9975;0;-9.26317
2;1;-18.6255;0;62.9569
2;1;65.5975;2.72989;0
2;1;-27.2982;2.72989;59.6476
2;1;-42.8774;2.72989;-49.6443
2;1;62.9847;2.72989;-18.3289
2;1;-9.54443;2.72989;64.8994
2;1;-55.041;2.72989;-35.6864
2;1;55.3547;2.72989;-35.1978
2;1;8.96961;2.72989;64.9813
2;1;-62.82;2.72989;-18.8857
2;1;43.3151;2.72989;-49.2628
2;1;26.7691;2.72989;59.8869
2;1;-65.5949;2.72989;-0.580623
2;1;27.8251;2.72989;-59.4036
2;1;42.4363;2.72989;50.0219
2;1;-63.1445;2.72989;17.7707
2;1;10.1185;2.72989;-64.8124
2;1;54.7229;2.72989;36.1722
2;1;-55.664;2.72989;34.7065
2;1;-8.39409;2.72989;-65.0582
2;1;62.6504;2.72989;19.441
2;1;-43.7494;2.72989;48.8775
2;1;-26.238;2.72989;-60.1215
2;1;65.5872;2.72989;1.1612
2;1;-28.3498;2.72989;59.155
2;1;-41.9918;2.72989;-50.3955
2;1;63.2993;2.72989;-17.2111
2;1;-10.6918;2.72989;64.7203
2;1;-54.4006;2.72989;-36.6551
2;1;55.9691;2.72989;-34.2124
2;1;7.81791;2.72989;65.1299
2;1;-62.4759;2.72989;-19.9948
2;1;44.1804;2.72989;-48.4884
2;1;25.7048;2.72989;60.3514
2;1;-65.5743;2.72989;-1.74169
2;1;28.8723;2.72989;-58.9018
2;1;41.5441;2.72989;50.7653
2;1;-63.4492;2.72989;16.6502
2;1;11.2642;2.72989;-64.6231
2;1;54.074;2.72989;37.1352
2;1;-56.2697;2.72989;33.7157
2;1;-7.24112;2.72989;-65.1966
2;1;62.2964;2.72989;20.547
2;1;-44.6078;2.72989;48.0954
2;1;-25.1696;2.72989;-60.5765
2;1;65.5563;2.72989;2.32204
2;1;-29.3925;2.72989;58.6439
2;1;-41.0932;2.72989;-51.131
2;1;63.5941;2.72989;-16.0879
2;1;-11.8358;2.72989;64.5208
2;1;-53.7432;2.72989;-37.6124
2;1;56.5659;2.72989;-33.2163
2;1;6.66376;2.72989;65.2581
2;1;-62.1121;2.72989;-21.0976
2;1;45.0318;2.72989;-47.6987
2;1;24.6325;2.72989;60.7969
2;1;-65.5332;2.72989;-2.90221
2;1;29.9104;2.72989;-58.3814
2;1;40.639;2.72989;51.4927
2;1;-63.734;2.72989;15.5244
2;1;12.4064;2.72989;-64.4136
2;1;53.4082;2.72989;38.0866
2;1;-56.8577;2.72989;32.7143
2;1;-6.08588;2.72989;-65.3145
2;1;61.923;2.72989;21.6466
2;1;-45.4522;2.72989;47.2982
2;1;-24.0934;2.72989;-61.0126
2;1;65.505;2.72989;3.48215
2;1;-30.426;2.72989;58.1144
2;1;-40.1816;2.72989;-51.8504
2;1;63.8689;2.72989;-14.9596
2;1;-12.9761;2.72989;64.3012
2;1;-53.069;2.72989;-38.5579
2;1;57.145;2.72989;-32.2098
2;1;5.50752;2.72989;65.3658
2;1;-61.7289;2.72989;-22.1938
2;1;45.8691;2.72989;-46.8941
2;1;23.5524;2.72989;61.2234
2;1;-65.4716;2.72989;-4.06182
2;1;30.9392;2.72989;-57.8428
2;1;39.7211;2.72989;52.204
2;1;-63.9988;2.72989;14.3937
2;1;13.5447;2.72989;-64.1838
2;1;52.7256;2.72989;39.0261
2;1;-57.4279;2.72989;31.7027
2;1;-4.92874;2.72989;-65.412
2;1;61.5301;2.72989;22.7393
2;1;-46.2823;2.72989;46.4862
2;1;-23.0096;2.72989;-61.4295
2;1;65.4331;2.72989;4.64117
2;1;-31.45;2.72989;57.5667
2;1;-39.2575;2.72989;-52.5536
2;1;64.1237;2.72989;-13.8267
2;1;-14.1123;2.72989;64.0614
2;1;-52.3781;2.72989;-39.4912
2;1;57.7063;2.72989;-31.1931
2;1;4.34956;2.72989;65.4531
2;1;-61.3264;2.72989;-23.2831
2;1;46.692;2.72989;-46.0748
2;1;22.4649;2.72989;61.6308
2;1;-65.3894;2.72989;-5.22015
2;1;31.9583;2.72989;-57.2861
2;1;38.7907;2.72989;52.899
2;1;-64.2436;2.72989;13.2586
2;1;14.6788;2.72989;-63.934
2;1;52.0265;2.72989;39.9533
2;1;-57.9801;2.72989;30.6811
2;1;-3.77004;2.72989;-65.489
2;1;61.1179;2.72989;23.825
2;1;-47.098;2.72989;45.6597
2;1;-21.9185;2.72989;-61.8272
2;1;65.3406;2.72989;5.79873
2;1;-32.4641;2.72989;57.001
2;1;-38.321;2.72989;-53.2403
2;1;64.3584;2.72989;-12.6894
2;1;-15.2441;2.72989;63.8016
2;1;-51.6708;2.72989;-40.4122
2;1;58.2494;2.72989;-30.1667
